"date.pretty","date.year","date.mon","date.mday","date.hour","date.min","date.tzname","utcdate.pretty","utcdate.year","utcdate.mon","utcdate.mday","utcdate.hour","utcdate.min","utcdate.tzname","tempm","tempi","dewptm","dewpti","hum","wspdm","wspdi","wgustm","wgusti","wdird","wdire","vism","visi","pressurem","pressurei","windchillm","windchilli","heatindexm","heatindexi","precipm","precipi","conds","icon","fog","rain","snow","hail","thunder","tornado","metar"
"7:30 PM EEST on August 01, 2016","2016","08","01","19","30","Europe/Kiev","4:30 PM GMT on August 01, 2016","2016","08","01","16","30","UTC","30.0","86.0","16.0","60.8","43","7.2","4.5","-9999.0","-9999.0","150","SSE","-9999.0","-9999.0","1011","29.86","-999","-999","30.1","86.1","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 011630Z 15002MPS 110V190 CAVOK 30/16 Q1011 R08/CLRD70 NOSIG"
"8:00 PM EEST on August 01, 2016","2016","08","01","20","00","Europe/Kiev","5:00 PM GMT on August 01, 2016","2016","08","01","17","00","UTC","29.0","84.2","17.0","62.6","48","10.8","6.7","-9999.0","-9999.0","120","ESE","-9999.0","-9999.0","1011","29.86","-999","-999","29.4","85.0","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 011700Z 12003MPS CAVOK 29/17 Q1011 R08/CLRD70 NOSIG"
"8:30 PM EEST on August 01, 2016","2016","08","01","20","30","Europe/Kiev","5:30 PM GMT on August 01, 2016","2016","08","01","17","30","UTC","28.0","82.4","18.0","64.4","54","10.8","6.7","-9999.0","-9999.0","130","SE","-9999.0","-9999.0","1011","29.86","-999","-999","28.8","83.9","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 011730Z 13003MPS CAVOK 28/18 Q1011 R08/CLRD70 NOSIG"
"9:00 PM EEST on August 01, 2016","2016","08","01","21","00","Europe/Kiev","6:00 PM GMT on August 01, 2016","2016","08","01","18","00","UTC","28","82","17","63","43","10.8","6.7","","","200","SSW","20","12","1011","29.86","-999","-999","-9999","-9999","","","","","0","0","0","0","0","0","AAXX 01181 33345 32998 02003 10276 20173 39922 40111 53002 333 10328 555 10026"
"9:00 PM EEST on August 01, 2016","2016","08","01","21","00","Europe/Kiev","6:00 PM GMT on August 01, 2016","2016","08","01","18","00","UTC","27.0","80.6","18.0","64.4","58","10.8","6.7","-9999.0","-9999.0","130","SE","-9999.0","-9999.0","1012","29.89","-999","-999","27.9","82.3","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 011800Z 13003MPS CAVOK 27/18 Q1012 R08/CLRD70 NOSIG"
"9:30 PM EEST on August 01, 2016","2016","08","01","21","30","Europe/Kiev","6:30 PM GMT on August 01, 2016","2016","08","01","18","30","UTC","26.0","78.8","18.0","64.4","61","7.2","4.5","-9999.0","-9999.0","120","ESE","-9999.0","-9999.0","1012","29.89","-999","-999","-9999","-9999","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 011830Z 12002MPS CAVOK 26/18 Q1012 R08/CLRD70 NOSIG"
"10:00 PM EEST on August 01, 2016","2016","08","01","22","00","Europe/Kiev","7:00 PM GMT on August 01, 2016","2016","08","01","19","00","UTC","26.0","78.8","18.0","64.4","61","10.8","6.7","-9999.0","-9999.0","130","SE","-9999.0","-9999.0","1011","29.86","-999","-999","-9999","-9999","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 011900Z 13003MPS CAVOK 26/18 Q1011 R08/CLRD70 NOSIG"
"10:30 PM EEST on August 01, 2016","2016","08","01","22","30","Europe/Kiev","7:30 PM GMT on August 01, 2016","2016","08","01","19","30","UTC","26.0","78.8","18.0","64.4","61","10.8","6.7","-9999.0","-9999.0","130","SE","-9999.0","-9999.0","1011","29.86","-999","-999","-9999","-9999","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 011930Z 13003MPS CAVOK 26/18 Q1011 R08/CLRD70 NOSIG"
"11:00 PM EEST on August 01, 2016","2016","08","01","23","00","Europe/Kiev","8:00 PM GMT on August 01, 2016","2016","08","01","20","00","UTC","26.0","78.8","17.0","62.6","57","10.8","6.7","-9999.0","-9999.0","140","SE","-9999.0","-9999.0","1011","29.86","-999","-999","-9999","-9999","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 012000Z 14003MPS 100V170 CAVOK 26/17 Q1011 R08/CLRD70 NOSIG"
"11:30 PM EEST on August 01, 2016","2016","08","01","23","30","Europe/Kiev","8:30 PM GMT on August 01, 2016","2016","08","01","20","30","UTC","25.0","77.0","17.0","62.6","61","10.8","6.7","-9999.0","-9999.0","150","SSE","-9999.0","-9999.0","1011","29.86","-999","-999","-9999","-9999","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 012030Z 15003MPS 120V190 CAVOK 25/17 Q1011 R08/CLRD70 NOSIG"
"12:00 AM EEST on August 02, 2016","2016","08","02","00","00","Europe/Kiev","9:00 PM GMT on August 01, 2016","2016","08","01","21","00","UTC","24","75","18","64","62","7.2","4.5","","","190","South","20","12","1011","29.86","-999","-999","-9999","-9999","","","","","0","0","0","0","0","0","AAXX 01211 33345 42998 01902 10240 20180 39921 40112 58001 555 10022"
"12:00 AM EEST on August 02, 2016","2016","08","02","00","00","Europe/Kiev","9:00 PM GMT on August 01, 2016","2016","08","01","21","00","UTC","25.0","77.0","17.0","62.6","61","10.8","6.7","-9999.0","-9999.0","140","SE","-9999.0","-9999.0","1011","29.86","-999","-999","-9999","-9999","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 012100Z 14003MPS 110V180 CAVOK 25/17 Q1011 R08/CLRD70 NOSIG"
